longevity_hours,sillage_score,top_note_count,price_usd,concentration_percent,fragrance_family,brand_tier,gender_target,contains_alcohol,limited_edition,perfume_category,longevity_hours_outlier_flag,sillage_score_outlier_flag,top_note_count_outlier_flag,price_usd_outlier_flag,concentration_percent_outlier_flag
7.79,6.86,6,213.88,25.22,Oriental,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
5.53,9.17,4,10.0,14.82,Floral,Niche,Women,0,0,Eau De Toilette,False,False,False,False,False
11.06,10.0,1,214.77,24.42,Fresh,Niche,Women,1,0,Perfume Extract,False,False,False,False,False
2.56,8.04,4,80.04,9.01,Citrus,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
7.84,4.97,8,137.43,16.2,Woody,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
3.02,2.48,8,10.0,14.54,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
9.19,10.0,5,188.41,31.1,Woody,Drugstore,Men,1,0,Perfume Extract,False,False,False,False,False
3.81,4.54,7,143.56,11.9,Floral,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
7.55,7.76,9,47.35,14.39,Oriental,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
1.68,5.19,6,73.01,1.5,Fresh,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
4.63,7.95,4,134.16,9.59,Woody,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
0.5,3.83,7,10.0,1.5,Citrus,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
7.47,6.64,1,110.53,16.92,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
8.64,3.71,7,150.58,19.7,Citrus,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
7.1,3.87,6,21.96,7.94,Floral,Drugstore,Men,0,0,Eau De Toilette,False,False,False,False,False
9.67,10.0,1,104.2,17.16,Fresh,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
3.3,3.37,5,38.41,5.17,Floral,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
4.16,7.32,6,145.28,6.08,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
8.91,10.0,7,310.77,30.2,Oriental,Drugstore,Women,1,0,Perfume Extract,False,False,False,True,False
8.85,2.22,7,99.59,10.47,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
8.77,8.38,3,75.98,21.3,Oriental,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
8.29,1.0,6,10.0,10.74,Woody,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
4.55,8.12,6,50.07,12.45,Woody,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
11.03,7.03,4,166.79,18.28,Fresh,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
1.78,3.97,5,21.62,9.36,Fresh,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
6.18,5.78,4,58.14,5.59,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
3.7,4.65,5,10.0,9.66,Floral,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
5.58,9.32,2,170.44,15.19,Floral,Drugstore,Men,0,0,Eau De Parfum,False,False,False,False,False
8.84,7.78,3,114.04,12.42,Fresh,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
10.24,10.0,5,24.44,20.84,Oriental,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
3.23,5.53,1,57.87,19.61,Citrus,Luxury,Women,0,0,Eau De Toilette,False,False,False,False,False
1.78,2.69,4,217.1,26.57,Floral,Designer,Women,1,1,Eau De Parfum,False,False,False,False,False
8.2,8.87,4,33.91,11.21,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
4.16,2.45,3,10.0,5.58,Woody,Designer,Men,0,0,Eau De Toilette,False,False,False,False,False
7.42,5.02,5,99.87,13.25,Woody,Niche,Women,0,0,Eau De Parfum,False,False,False,False,False
8.18,7.99,1,118.72,16.57,Woody,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
7.35,3.43,7,105.88,17.01,Woody,Designer,Unisex,1,1,Eau De Toilette,False,False,False,False,False
0.5,2.62,9,61.13,2.65,Oriental,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
6.61,1.66,10,147.37,4.5,Floral,Unknown,Women,1,0,Eau De Toilette,False,False,False,False,False
4.41,3.11,4,28.54,11.91,Fresh,Drugstore,Men,1,1,Eau De Cologne,False,False,False,False,False
2.58,6.09,8,10.0,14.38,Fresh,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
3.94,4.44,8,145.56,9.59,Citrus,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
11.04,9.42,1,90.25,15.9,Oriental,Niche,Men,1,1,Eau De Parfum,False,False,False,False,False
8.34,6.87,4,166.04,16.72,Citrus,Drugstore,Men,0,0,Eau De Parfum,False,False,False,False,False
6.67,8.26,9,154.09,11.09,Fresh,Luxury,Women,0,0,Eau De Toilette,False,False,False,False,False
8.47,7.04,7,10.0,23.78,Citrus,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
2.35,4.73,2,64.32,20.8,Fresh,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
1.04,4.0,6,71.39,10.29,Floral,Designer,Unisex,1,0,Eau De Toilette,False,False,False,False,False
1.23,5.85,3,145.73,6.58,Oriental,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
5.08,4.89,3,125.69,1.5,Citrus,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
14.99,10.0,1,239.91,25.14,Citrus,Drugstore,Women,1,0,Perfume Extract,True,False,False,False,False
5.32,5.23,7,27.93,11.93,Fresh,Unknown,Women,1,0,Eau De Parfum,False,False,False,False,False
11.27,6.17,6,170.24,21.74,Floral,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
0.66,3.26,2,149.26,8.1,Floral,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
0.5,1.45,5,66.21,2.22,Floral,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
4.24,8.18,1,137.9,17.63,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
3.15,5.89,7,10.0,16.24,Woody,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
5.96,6.67,5,78.74,10.6,Fresh,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
3.8,7.41,10,163.21,16.65,Woody,Luxury,Unisex,1,1,Eau De Toilette,False,False,False,False,False
13.24,4.57,7,194.45,30.84,Woody,Drugstore,Unisex,1,0,Perfume Extract,False,False,False,False,False
3.57,3.64,8,34.44,1.5,Floral,Luxury,Women,0,0,Eau De Cologne,False,False,False,False,False
4.89,3.05,3,123.19,10.3,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
7.97,5.6,4,41.6,15.92,Floral,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
1.06,5.19,10,119.63,1.5,Fresh,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
9.01,3.11,2,118.37,17.85,Floral,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
7.82,7.48,3,159.66,16.44,Woody,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
4.51,3.72,6,55.38,22.74,Floral,Luxury,Unisex,0,1,Eau De Parfum,False,False,False,False,False
9.76,8.29,7,122.78,19.36,Fresh,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
2.38,3.83,2,125.56,18.03,Woody,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
3.5,6.6,4,45.91,19.59,Woody,Niche,Unisex,1,0,Eau De Parfum,False,False,False,False,False
9.28,6.08,4,122.59,14.03,Floral,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
4.05,5.95,3,53.67,26.86,Fresh,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
6.52,3.55,9,33.95,14.87,Citrus,Niche,Unisex,0,0,Eau De Parfum,False,False,False,False,False
1.42,1.0,9,23.79,1.5,Floral,Unknown,Unisex,1,1,Eau De Cologne,False,False,False,False,False
6.27,8.52,5,209.98,15.06,Floral,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
0.51,4.98,4,128.21,8.91,Fresh,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
5.37,5.21,5,178.14,12.37,Floral,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.82,6.82,3,89.82,12.75,Fresh,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
4.21,6.14,9,142.93,14.77,Oriental,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
7.36,6.99,6,118.88,7.07,Floral,Luxury,Men,0,0,Eau De Toilette,False,False,False,False,False
2.53,7.24,4,112.26,10.37,Floral,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
8.4,9.52,2,113.92,29.31,Floral,Niche,Men,1,0,Perfume Extract,False,False,False,False,False
4.19,1.12,4,187.7,1.5,Citrus,Designer,Women,1,1,Eau De Cologne,False,False,False,False,False
6.79,6.09,6,61.87,10.17,Fresh,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
3.33,2.82,8,96.75,15.55,Fresh,Luxury,Women,0,0,Eau De Toilette,False,False,False,False,False
0.87,1.54,8,10.0,1.5,Woody,Unknown,Men,1,0,Eau De Cologne,False,False,False,False,False
5.11,6.09,8,10.0,10.56,Fresh,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
5.02,8.66,3,85.66,6.39,Woody,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
4.33,7.89,4,213.06,13.35,Woody,Niche,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.82,5.53,4,137.25,17.0,Oriental,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
4.88,5.96,5,25.04,3.35,Fresh,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
5.4,6.48,4,54.78,15.56,Oriental,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
1.66,5.08,6,17.93,5.73,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
7.68,8.42,2,56.56,19.7,Fresh,Drugstore,Unisex,1,0,Eau De Parfum,False,False,False,False,False
0.5,6.9,10,114.35,8.02,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
8.0,5.44,9,10.0,8.94,Floral,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
6.0,6.78,4,101.48,15.08,Floral,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
9.44,6.66,5,108.5,18.2,Woody,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
7.3,6.96,2,333.36,30.88,Oriental,Designer,Unisex,1,0,Perfume Extract,False,False,False,True,False
12.65,8.66,1,183.87,24.49,Floral,Designer,Women,0,0,Perfume Extract,False,False,False,False,False
5.01,4.03,10,160.45,11.32,Floral,Drugstore,Women,0,0,Eau De Toilette,False,False,False,False,False
8.98,3.38,4,62.89,19.55,Fresh,Niche,Women,0,0,Eau De Parfum,False,False,False,False,False
0.6,3.49,9,63.74,1.5,Oriental,Drugstore,Unisex,1,0,Eau De Cologne,False,False,False,False,False
5.18,6.39,7,24.91,4.93,Woody,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
4.97,5.51,9,158.24,18.08,Woody,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
7.15,6.28,9,16.07,13.8,Woody,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
8.11,6.0,7,93.91,14.43,Oriental,Drugstore,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.24,8.03,6,91.89,8.24,Floral,Designer,Women,0,0,Eau De Toilette,False,False,False,False,False
3.88,2.93,6,63.6,8.79,Woody,Drugstore,Men,0,0,Eau De Toilette,False,False,False,False,False
5.18,6.96,9,157.42,6.88,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
6.26,6.29,6,70.66,7.36,Fresh,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
3.66,7.11,8,77.2,14.94,Woody,Drugstore,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.28,5.18,7,10.0,2.48,Citrus,Unknown,Men,1,1,Eau De Cologne,False,False,False,False,False
8.38,6.2,9,10.0,2.2,Floral,Luxury,Unisex,0,0,Eau De Toilette,False,False,False,False,False
7.75,6.09,2,10.0,20.78,Citrus,Drugstore,Women,1,1,Eau De Parfum,False,False,False,False,False
8.98,10.0,3,268.1,26.18,Floral,Drugstore,Men,1,1,Perfume Extract,False,False,False,False,False
13.58,5.09,6,224.68,28.4,Floral,Unknown,Unisex,1,0,Perfume Extract,False,False,False,False,False
6.21,4.71,3,57.67,8.25,Floral,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
2.7,6.61,6,43.62,3.43,Floral,Niche,Women,1,1,Eau De Toilette,False,False,False,False,False
5.94,2.78,4,45.44,14.28,Citrus,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
4.98,4.28,1,14.45,2.38,Floral,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
5.96,6.02,4,140.94,13.73,Floral,Luxury,Women,0,1,Eau De Toilette,False,False,False,False,False
10.89,9.02,3,217.47,26.84,Oriental,Niche,Women,1,0,Perfume Extract,False,False,False,False,False
6.57,1.0,4,95.63,6.05,Floral,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
6.35,4.85,8,65.54,11.39,Floral,Drugstore,Men,0,0,Eau De Toilette,False,False,False,False,False
6.31,4.4,8,71.35,8.87,Woody,Designer,Unisex,0,0,Eau De Toilette,False,False,False,False,False
5.04,3.81,10,129.4,19.1,Floral,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
5.92,2.73,7,10.0,10.47,Oriental,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
3.19,4.66,6,76.02,4.04,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
5.18,4.11,5,108.27,7.1,Floral,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
9.14,10.0,4,143.09,30.61,Woody,Designer,Men,0,0,Perfume Extract,False,False,False,False,False
3.21,5.41,7,10.0,9.09,Woody,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
7.84,3.63,2,88.0,15.51,Floral,Niche,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.84,6.34,4,10.0,12.19,Citrus,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
8.13,3.93,9,50.58,12.99,Citrus,Unknown,Men,1,0,Eau De Toilette,False,False,False,False,False
3.74,4.81,9,18.96,9.17,Floral,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
7.64,3.75,4,46.76,12.33,Woody,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
3.88,3.27,6,80.36,6.56,Oriental,Niche,Women,1,0,Eau De Toilette,False,False,False,False,False
5.84,4.74,3,132.99,11.8,Oriental,Drugstore,Women,1,1,Eau De Toilette,False,False,False,False,False
8.49,8.5,5,156.07,24.69,Floral,Unknown,Men,1,0,Perfume Extract,False,False,False,False,False
1.61,3.61,1,115.33,9.4,Citrus,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
3.61,3.97,5,10.0,7.34,Floral,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
4.3,5.26,4,106.52,6.17,Floral,Designer,Unisex,0,1,Eau De Toilette,False,False,False,False,False
8.6,6.2,1,224.12,16.85,Fresh,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
5.33,8.5,2,66.03,15.37,Citrus,Drugstore,Women,0,0,Eau De Parfum,False,False,False,False,False
8.83,5.31,5,133.24,18.51,Woody,Drugstore,Women,0,0,Eau De Parfum,False,False,False,False,False
5.59,7.15,4,174.39,18.5,Woody,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
6.32,5.24,8,35.26,14.08,Citrus,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
5.42,6.51,6,145.63,14.81,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
6.86,7.64,6,174.31,19.93,Oriental,Unknown,Men,1,0,Eau De Parfum,False,False,False,False,False
4.4,4.52,4,80.83,9.76,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
4.74,5.83,6,71.93,14.96,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
5.25,6.13,9,139.21,18.98,Woody,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
2.96,6.44,6,120.61,14.49,Oriental,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
5.09,6.18,7,32.82,6.95,Floral,Designer,Unisex,0,0,Eau De Toilette,False,False,False,False,False
0.91,5.37,5,10.0,12.01,Woody,Luxury,Men,1,1,Eau De Toilette,False,False,False,False,False
4.47,2.68,8,159.52,5.86,Floral,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
10.08,8.12,4,182.96,30.77,Floral,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
3.28,4.29,7,168.37,9.0,Woody,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
10.17,7.31,9,281.3,23.9,Fresh,Niche,Women,0,0,Perfume Extract,False,False,False,False,False
3.57,4.59,8,76.38,12.13,Woody,Unknown,Women,1,0,Eau De Toilette,False,False,False,False,False
0.5,2.95,1,21.31,7.39,Woody,Drugstore,Men,0,0,Eau De Cologne,False,False,False,False,False
4.51,10.0,6,46.54,14.09,Floral,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
14.07,7.76,4,192.76,30.37,Citrus,Designer,Men,1,0,Perfume Extract,False,False,False,False,False
1.23,3.01,7,52.17,6.15,Citrus,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
1.33,8.45,6,63.05,10.07,Floral,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
9.02,10.0,6,185.86,15.55,Fresh,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
1.28,4.21,10,10.0,8.86,Floral,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
6.99,5.34,8,155.66,20.21,Oriental,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
4.94,4.56,4,35.61,16.96,Woody,Designer,Men,1,0,Eau De Parfum,False,False,False,False,False
9.63,3.39,7,167.57,13.66,Oriental,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
11.39,9.47,4,143.81,18.59,Floral,Luxury,Women,1,0,Eau De Parfum,False,False,False,False,False
6.43,10.0,6,108.19,13.75,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
2.14,2.58,6,52.93,14.08,Citrus,Designer,Women,0,0,Eau De Toilette,False,False,False,False,False
4.41,6.09,6,143.56,18.05,Oriental,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
10.69,5.15,6,62.86,8.26,Floral,Unknown,Men,1,0,Eau De Toilette,False,False,False,False,False
3.47,8.0,5,120.16,17.73,Citrus,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
1.82,6.28,10,79.33,17.25,Woody,Niche,Women,1,1,Eau De Toilette,False,False,False,False,False
6.55,4.19,10,173.19,17.83,Oriental,Niche,Men,0,0,Eau De Toilette,False,False,False,False,False
5.46,6.01,7,28.83,8.45,Oriental,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
4.32,4.67,4,112.97,12.01,Citrus,Luxury,Women,1,0,Eau De Toilette,False,False,False,False,False
0.5,2.68,5,99.58,1.5,Woody,Niche,Unisex,1,0,Eau De Cologne,False,False,False,False,False
6.41,5.81,1,123.43,16.64,Fresh,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
4.86,2.53,4,89.43,1.98,Woody,Drugstore,Men,0,0,Eau De Cologne,False,False,False,False,False
6.27,2.42,8,135.76,15.97,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
5.74,4.08,3,93.4,13.2,Fresh,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
9.11,7.37,2,159.38,30.64,Floral,Luxury,Men,1,0,Perfume Extract,False,False,False,False,False
2.34,3.39,7,103.52,1.89,Fresh,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
8.67,6.65,5,255.35,18.66,Woody,Designer,Women,0,0,Eau De Parfum,False,False,False,False,False
9.78,10.0,3,102.43,13.35,Fresh,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
6.02,7.21,1,122.49,12.16,Oriental,Designer,Unisex,0,0,Eau De Parfum,False,False,False,False,False
4.75,4.51,7,68.12,1.5,Citrus,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
4.41,1.8,4,102.96,17.29,Floral,Luxury,Men,0,1,Eau De Toilette,False,False,False,False,False
1.9,3.16,5,126.18,12.74,Oriental,Designer,Women,0,0,Eau De Toilette,False,False,False,False,False
3.43,3.24,7,10.0,9.62,Woody,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
7.04,9.5,3,127.37,19.74,Woody,Niche,Unisex,1,1,Eau De Parfum,False,False,False,False,False
13.64,4.46,6,62.38,22.74,Floral,Niche,Unisex,1,0,Eau De Parfum,False,False,False,False,False
2.91,5.99,6,75.55,7.11,Floral,Designer,Unisex,1,0,Eau De Toilette,False,False,False,False,False
12.32,9.76,4,294.81,19.28,Citrus,Luxury,Unisex,0,0,Perfume Extract,False,False,False,True,False
2.6,5.39,6,142.11,5.35,Floral,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
4.04,4.63,6,138.11,14.88,Fresh,Drugstore,Men,1,1,Eau De Toilette,False,False,False,False,False
3.33,2.35,10,47.86,2.06,Citrus,Unknown,Men,1,0,Eau De Cologne,False,False,False,False,False
4.35,3.84,9,78.4,13.67,Floral,Drugstore,Men,1,0,Eau De Toilette,False,False,False,False,False
12.11,5.57,1,199.4,25.8,Floral,Luxury,Women,1,0,Perfume Extract,False,False,False,False,False
6.22,10.0,3,45.55,15.26,Citrus,Unknown,Men,1,0,Eau De Parfum,False,False,False,False,False
5.13,7.05,10,52.2,2.7,Oriental,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
3.27,6.4,5,98.72,11.31,Citrus,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
3.39,4.94,1,63.6,8.03,Citrus,Designer,Unisex,1,0,Eau De Toilette,False,False,False,False,False
8.0,5.6,3,39.06,15.21,Citrus,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
3.71,5.72,4,20.18,5.77,Woody,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
14.11,8.79,5,119.61,15.25,Woody,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
3.65,5.45,6,97.89,7.35,Fresh,Luxury,Unisex,1,0,Eau De Toilette,False,False,False,False,False
10.66,9.4,4,98.22,16.03,Fresh,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
9.59,3.98,7,107.39,7.1,Floral,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
4.3,7.03,6,96.43,24.48,Floral,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
5.03,5.77,6,10.0,2.57,Fresh,Designer,Men,0,0,Eau De Toilette,False,False,False,False,False
8.76,5.35,8,38.42,6.9,Citrus,Drugstore,Women,1,1,Eau De Toilette,False,False,False,False,False
8.35,6.95,1,59.72,8.13,Citrus,Drugstore,Unisex,1,0,Eau De Toilette,False,False,False,False,False
5.98,7.56,6,166.88,22.13,Floral,Designer,Unisex,1,1,Eau De Parfum,False,False,False,False,False
6.52,8.83,5,116.14,22.65,Fresh,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
3.14,8.22,3,39.88,1.5,Floral,Designer,Women,1,1,Eau De Toilette,False,False,False,False,False
1.76,6.38,7,52.28,8.11,Floral,Designer,Women,1,1,Eau De Toilette,False,False,False,False,False
4.05,1.0,9,117.57,6.92,Floral,Drugstore,Women,1,1,Eau De Cologne,False,False,False,False,False
2.22,4.16,3,67.99,13.17,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
7.12,8.09,5,285.34,26.41,Floral,Drugstore,Women,1,0,Perfume Extract,False,False,False,False,False
6.03,4.12,6,202.05,11.17,Woody,Niche,Women,1,0,Eau De Parfum,False,False,False,False,False
3.89,1.3,6,10.0,1.5,Floral,Drugstore,Men,1,1,Eau De Cologne,False,False,False,False,False
4.31,6.7,8,91.82,16.49,Woody,Niche,Unisex,1,0,Eau De Toilette,False,False,False,False,False
0.5,3.64,8,30.29,1.5,Woody,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
2.64,4.56,6,41.09,3.61,Fresh,Unknown,Men,1,0,Eau De Cologne,False,False,False,False,False
4.67,1.89,7,80.21,7.97,Citrus,Drugstore,Women,1,0,Eau De Toilette,False,False,False,False,False
4.61,1.5,2,112.8,2.01,Oriental,Drugstore,Women,1,1,Eau De Toilette,False,False,False,False,False
4.25,9.26,7,105.15,20.67,Citrus,Drugstore,Men,1,0,Eau De Parfum,False,False,False,False,False
0.5,4.68,10,84.93,11.66,Fresh,Niche,Men,1,0,Eau De Toilette,False,False,False,False,False
0.5,5.84,4,14.59,13.9,Woody,Designer,Men,1,0,Eau De Toilette,False,False,False,False,False
8.46,9.36,3,10.0,23.34,Oriental,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
6.22,1.32,10,73.89,2.47,Citrus,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
9.52,8.13,1,121.08,27.02,Fresh,Niche,Women,1,0,Perfume Extract,False,False,False,False,False
5.67,1.0,10,10.0,7.48,Floral,Designer,Men,1,0,Eau De Cologne,False,False,False,False,False
4.12,3.77,7,53.98,2.59,Woody,Unknown,Men,1,0,Eau De Cologne,False,False,False,False,False
9.37,8.84,5,210.14,19.85,Citrus,Niche,Men,1,0,Eau De Parfum,False,False,False,False,False
4.28,5.32,6,40.59,5.87,Floral,Designer,Women,1,0,Eau De Toilette,False,False,False,False,False
7.6,6.38,1,214.97,34.12,Woody,Luxury,Women,0,0,Perfume Extract,False,False,False,False,False
4.98,6.78,3,148.22,22.69,Floral,Drugstore,Women,1,0,Eau De Parfum,False,False,False,False,False
3.86,1.0,9,10.0,1.93,Floral,Designer,Women,1,0,Eau De Cologne,False,False,False,False,False
7.4,9.07,4,176.74,17.6,Floral,Designer,Women,1,0,Eau De Parfum,False,False,False,False,False
3.39,4.48,1,176.13,20.5,Woody,Luxury,Men,1,0,Eau De Parfum,False,False,False,False,False
3.85,4.15,4,73.74,7.84,Citrus,Drugstore,Women,0,0,Eau De Toilette,False,False,False,False,False
2.23,4.29,5,108.78,1.5,Citrus,Luxury,Unisex,1,0,Eau De Cologne,False,False,False,False,False
7.84,5.14,5,111.61,15.97,Citrus,Designer,Unisex,1,0,Eau De Parfum,False,False,False,False,False
9.29,9.48,2,239.65,24.08,Woody,Designer,Women,1,0,Perfume Extract,False,False,False,False,False
9.75,8.52,3,115.25,20.11,Floral,Unknown,Unisex,1,0,Eau De Parfum,False,False,False,False,False
0.5,5.67,6,81.12,6.86,Citrus,Designer,Unisex,1,0,Eau De Cologne,False,False,False,False,False
6.84,4.76,7,10.0,12.39,Floral,Designer,Men,1,1,Eau De Toilette,False,False,False,False,False
1.78,4.97,5,46.64,13.08,Citrus,Luxury,Men,1,0,Eau De Toilette,False,False,False,False,False
6.08,5.37,10,10.0,8.8,Citrus,Drugstore,Women,1,0,Eau De Cologne,False,False,False,False,False
5.12,5.76,1,10.0,21.8,Woody,Drugstore,Men,1,1,Eau De Parfum,False,False,False,False,False
6.95,10.0,1,140.63,17.32,Floral,Luxury,Unisex,1,0,Eau De Parfum,False,False,False,False,False
